Time,N2,H2,NH3,Temperature,Pressure
0.0,1.0,3.0,0.004345269675126507,700,200
1.0,0.9646055417269936,2.893816625180979,0.07026757191085344,700,200
2.0,0.9646055417269936,2.893816625180979,0.07536166323434194,700,200
3.0,0.9646055417269936,2.893816625180979,0.07328066478416136,700,200
4.0,0.9646055417269936,2.893816625180979,0.06970779106694541,700,200
5.0,0.9646055417269936,2.893816625180979,0.06838290638820883,700,200
6.0,0.9646055417269936,2.893816625180979,0.06379464196507685,700,200
7.0,0.9646055417269936,2.893816625180979,0.07224473593175267,700,200
8.0,0.9646055417269936,2.893816625180979,0.06960299860281412,700,200
9.0,0.9646055417269936,2.893816625180979,0.07828774222907818,700,200
10.0,0.9646055417269936,2.893816625180979,0.07015614181468319,700,200
11.0,0.9646055417269936,2.893816625180979,0.07056099768637594,700,200
12.0,0.9646055417269936,2.893816625180979,0.07702257055383305,700,200
13.0,0.9646055417269936,2.893816625180979,0.07536799543006545,700,200
14.0,0.9646055417269936,2.893816625180979,0.0674592452018974,700,200
15.0,0.9646055417269936,2.893816625180979,0.06595805728435501,700,200
16.0,0.9646055417269936,2.893816625180979,0.07106580726894375,700,200
17.0,0.9646055417269936,2.893816625180979,0.07009556833691226,700,200
18.0,0.9646055417269936,2.893816625180979,0.07156639813309683,700,200
19.0,0.9646055417269936,2.893816625180979,0.07007709694098839,700,200
20.0,0.9646055417269936,2.893816625180979,0.07318099412811134,700,200
21.0,0.9646055417269936,2.893816625180979,0.06473766456797825,700,200
22.0,0.9646055417269936,2.893816625180979,0.07316112781337819,700,200
23.0,0.9646055417269936,2.893816625180979,0.06608625222847721,700,200
24.0,0.9646055417269936,2.893816625180979,0.0731014401667183,700,200
25.0,0.9646055417269936,2.893816625180979,0.07002999470088944,700,200
26.0,0.9646055417269936,2.893816625180979,0.07298146791335523,700,200
27.0,0.9646055417269936,2.893816625180979,0.06248599290483979,700,200
28.0,0.9646055417269936,2.893816625180979,0.06825253020798559,700,200
29.0,0.9646055417269936,2.893816625180979,0.06431115761288266,700,200
30.0,0.9646055417269936,2.893816625180979,0.07460098059925978,700,200
31.0,0.9646055417269936,2.893816625180979,0.06895974897087653,700,200
32.0,0.9646055417269936,2.893816625180979,0.07653271807880144,700,200
33.0,0.9646055417269936,2.893816625180979,0.06125519873197034,700,200
34.0,0.9646055417269936,2.893816625180979,0.07195841765800538,700,200
35.0,0.9646055417269936,2.893816625180979,0.07660868195759526,700,200
36.0,0.9646055417269936,2.893816625180979,0.06875923998409506,700,200
37.0,0.9646055417269936,2.893816625180979,0.08204390750781115,700,200
38.0,0.9646055417269936,2.893816625180979,0.07403354323967784,700,200
39.0,0.9646055417269936,2.893816625180979,0.06467918501311803,700,200
40.0,0.9646055417269936,2.893816625180979,0.06718028358845896,700,200
41.0,0.9646055417269936,2.893816625180979,0.0650217057751581,700,200
42.0,0.9646055417269936,2.893816625180979,0.0715061893150613,700,200
43.0,0.9646055417269936,2.893816625180979,0.07418523582991546,700,200
44.0,0.9646055417269936,2.893816625180979,0.0760718408143718,700,200
45.0,0.9646055417269936,2.893816625180979,0.07129018105386434,700,200
46.0,0.9646055417269936,2.893816625180979,0.07283893184711128,700,200
47.0,0.9646055417269936,2.893816625180979,0.062329357123660195,700,200
48.0,0.9646055417269936,2.893816625180979,0.07296209219666425,700,200
49.0,0.9646055417269936,2.893816625180979,0.06992040988621523,700,200
50.0,0.9646055417269936,2.893816625180979,0.07031181593605634,700,200
51.0,0.9646055417269936,2.893816625180979,0.0661928989307222,700,200
52.0,0.9646055417269936,2.893816625180979,0.065448886468078,700,200
53.0,0.9646055417269936,2.893816625180979,0.0774350404915405,700,200
54.0,0.9646055417269936,2.893816625180979,0.07296668164769242,700,200
55.0,0.9646055417269936,2.893816625180979,0.07196098964028351,700,200
56.0,0.9646055417269936,2.893816625180979,0.0708296435576336,700,200
57.0,0.9646055417269936,2.893816625180979,0.06866878416027636,700,200
58.0,0.9646055417269936,2.893816625180979,0.06834161249776559,700,200
59.0,0.9646055417269936,2.893816625180979,0.06740258200477497,700,200
60.0,0.9646055417269936,2.893816625180979,0.07206809380661731,700,200
61.0,0.9646055417269936,2.893816625180979,0.06304430066673022,700,200
62.0,0.9646055417269936,2.893816625180979,0.06581275828001518,700,200
63.0,0.9646055417269936,2.893816625180979,0.06539684397587421,700,200
64.0,0.9646055417269936,2.893816625180979,0.07054933674185572,700,200
65.0,0.9646055417269936,2.893816625180979,0.07624022598126524,700,200
66.0,0.9646055417269936,2.893816625180979,0.07681048992786348,700,200
67.0,0.9646055417269936,2.893816625180979,0.06772250322408611,700,200
68.0,0.9646055417269936,2.893816625180979,0.06637085071674693,700,200
69.0,0.9646055417269936,2.893816625180979,0.07498288906031436,700,200
70.0,0.9646055417269936,2.893816625180979,0.06719652471958301,700,200
71.0,0.9646055417269936,2.893816625180979,0.06662224277425705,700,200
72.0,0.9646055417269936,2.893816625180979,0.0742602103928693,700,200
73.0,0.9646055417269936,2.893816625180979,0.0782543881927954,700,200
74.0,0.9646055417269936,2.893816625180979,0.06994158399127069,700,200
75.0,0.9646055417269936,2.893816625180979,0.07907250770690669,700,200
76.0,0.9646055417269936,2.893816625180979,0.07697048763884161,700,200
77.0,0.9646055417269936,2.893816625180979,0.07370919875777955,700,200
78.0,0.9646055417269936,2.893816625180979,0.07163349567228823,700,200
79.0,0.9646055417269936,2.893816625180979,0.08138197746202439,700,200
80.0,0.9646055417269936,2.893816625180979,0.06306301444430695,700,200
81.0,0.9646055417269936,2.893816625180979,0.0770385559433638,700,200
82.0,0.9646055417269936,2.893816625180979,0.06991478960261242,700,200
83.0,0.9646055417269936,2.893816625180979,0.07274808656809992,700,200
84.0,0.9646055417269936,2.893816625180979,0.07247761487305,700,200
85.0,0.9646055417269936,2.893816625180979,0.07095940740022873,700,200
86.0,0.9646055417269936,2.893816625180979,0.07261498622967492,700,200
87.0,0.9646055417269936,2.893816625180979,0.06287137907762003,700,200
88.0,0.9646055417269936,2.893816625180979,0.08011913016436974,700,200
89.0,0.9646055417269936,2.893816625180979,0.0768518880650925,700,200
90.0,0.9646055417269936,2.893816625180979,0.08019598322999638,700,200
91.0,0.9646055417269936,2.893816625180979,0.06991797856315787,700,200
92.0,0.9646055417269936,2.893816625180979,0.07256339653073578,700,200
93.0,0.9646055417269936,2.893816625180979,0.07634032449273283,700,200
94.0,0.9646055417269936,2.893816625180979,0.07393723471290083,700,200
95.0,0.9646055417269936,2.893816625180979,0.0649127477877993,700,200
96.0,0.9646055417269936,2.893816625180979,0.06964242779781318,700,200
97.0,0.9646055417269936,2.893816625180979,0.06075015356261956,700,200
98.0,0.9646055417269936,2.893816625180979,0.07105181164743063,700,200
99.0,0.9646055417269936,2.893816625180979,0.05700213496633963,700,200
100.0,0.9646055417269936,2.893816625180979,0.06616767757280205,700,200
