Time,N2,H2,NH3,Temperature,Pressure
0.0,1.0,3.0,0.013353286122728653,700,125
1.0,0.9605282782779297,2.8815848348337885,0.06697449992161338,700,125
2.0,0.9605282782779297,2.8815848348337885,0.07510176802934224,700,125
3.0,0.9605282782779297,2.8815848348337885,0.08439102851338623,700,125
4.0,0.9605282782779297,2.8815848348337885,0.060214845620287887,700,125
5.0,0.9605282782779297,2.8815848348337885,0.08045489766141149,700,125
6.0,0.9605282782779297,2.8815848348337885,0.07478106948635276,700,125
7.0,0.9605282782779297,2.8815848348337885,0.08049082907093953,700,125
8.0,0.9605282782779297,2.8815848348337885,0.09447852154926135,700,125
9.0,0.9605282782779297,2.8815848348337885,0.0767764665555898,700,125
10.0,0.9605282782779297,2.8815848348337885,0.08108633425795096,700,125
11.0,0.9605282782779297,2.8815848348337885,0.070840752866299,700,125
12.0,0.9605282782779297,2.8815848348337885,0.10035171289087705,700,125
13.0,0.9605282782779297,2.8815848348337885,0.057823635349774735,700,125
14.0,0.9605282782779297,2.8815848348337885,0.08507500713980955,700,125
15.0,0.9605282782779297,2.8815848348337885,0.09615798521768816,700,125
16.0,0.9605282782779297,2.8815848348337885,0.0952862656432819,700,125
17.0,0.9605282782779297,2.8815848348337885,0.08649131003418034,700,125
18.0,0.9605282782779297,2.8815848348337885,0.08102701133257234,700,125
19.0,0.9605282782779297,2.8815848348337885,0.09714084262621037,700,125
20.0,0.9605282782779297,2.8815848348337885,0.07742754208487065,700,125
21.0,0.9605282782779297,2.8815848348337885,0.07900487688221008,700,125
22.0,0.9605282782779297,2.8815848348337885,0.06370047039940745,700,125
23.0,0.9605282782779297,2.8815848348337885,0.0912182302732734,700,125
24.0,0.9605282782779297,2.8815848348337885,0.08631685323112126,700,125
25.0,0.9605282782779297,2.8815848348337885,0.07416511234448175,700,125
26.0,0.9605282782779297,2.8815848348337885,0.07446875167229976,700,125
27.0,0.9605282782779297,2.8815848348337885,0.09985261069976306,700,125
28.0,0.9605282782779297,2.8815848348337885,0.07963799051239787,700,125
29.0,0.9605282782779297,2.8815848348337885,0.0733371231427733,700,125
30.0,0.9605282782779297,2.8815848348337885,0.06198324271850468,700,125
31.0,0.9605282782779297,2.8815848348337885,0.09084573502976885,700,125
32.0,0.9605282782779297,2.8815848348337885,0.06728708105890434,700,125
33.0,0.9605282782779297,2.8815848348337885,0.08783561500891035,700,125
34.0,0.9605282782779297,2.8815848348337885,0.08294722260969106,700,125
35.0,0.9605282782779297,2.8815848348337885,0.08152396711527053,700,125
36.0,0.9605282782779297,2.8815848348337885,0.07453456407941074,700,125
37.0,0.9605282782779297,2.8815848348337885,0.08735116327605322,700,125
38.0,0.9605282782779297,2.8815848348337885,0.07007794797983467,700,125
39.0,0.9605282782779297,2.8815848348337885,0.07028493162905544,700,125
40.0,0.9605282782779297,2.8815848348337885,0.06512638577654989,700,125
41.0,0.9605282782779297,2.8815848348337885,0.07520628486280274,700,125
42.0,0.9605282782779297,2.8815848348337885,0.07769714944914775,700,125
43.0,0.9605282782779297,2.8815848348337885,0.07137308051825111,700,125
44.0,0.9605282782779297,2.8815848348337885,0.08794201256803846,700,125
45.0,0.9605282782779297,2.8815848348337885,0.0718108914304857,700,125
46.0,0.9605282782779297,2.8815848348337885,0.07735594874565854,700,125
47.0,0.9605282782779297,2.8815848348337885,0.07941279817471869,700,125
48.0,0.9605282782779297,2.8815848348337885,0.0882220707215145,700,125
49.0,0.9605282782779297,2.8815848348337885,0.06401620972665516,700,125
50.0,0.9605282782779297,2.8815848348337885,0.07971234735011153,700,125
51.0,0.9605282782779297,2.8815848348337885,0.0755450586193034,700,125
52.0,0.9605282782779297,2.8815848348337885,0.07345276722371376,700,125
53.0,0.9605282782779297,2.8815848348337885,0.09185681345920353,700,125
54.0,0.9605282782779297,2.8815848348337885,0.09890341046035181,700,125
55.0,0.9605282782779297,2.8815848348337885,0.08596323183952223,700,125
56.0,0.9605282782779297,2.8815848348337885,0.08391383378765009,700,125
57.0,0.9605282782779297,2.8815848348337885,0.07044322425088027,700,125
58.0,0.9605282782779297,2.8815848348337885,0.07973641362112532,700,125
59.0,0.9605282782779297,2.8815848348337885,0.0852190279438178,700,125
60.0,0.9605282782779297,2.8815848348337885,0.09089021800999078,700,125
61.0,0.9605282782779297,2.8815848348337885,0.08234269947224888,700,125
62.0,0.9605282782779297,2.8815848348337885,0.08592567405133295,700,125
63.0,0.9605282782779297,2.8815848348337885,0.0896835133785961,700,125
64.0,0.9605282782779297,2.8815848348337885,0.08734825663099852,700,125
65.0,0.9605282782779297,2.8815848348337885,0.05304866797954838,700,125
66.0,0.9605282782779297,2.8815848348337885,0.08715417499020946,700,125
67.0,0.9605282782779297,2.8815848348337885,0.10128883601967249,700,125
68.0,0.9605282782779297,2.8815848348337885,0.06956369021441706,700,125
69.0,0.9605282782779297,2.8815848348337885,0.08382507615793469,700,125
70.0,0.9605282782779297,2.8815848348337885,0.07507866490544896,700,125
71.0,0.9605282782779297,2.8815848348337885,0.07391823093989698,700,125
72.0,0.9605282782779297,2.8815848348337885,0.07902414150828649,700,125
73.0,0.9605282782779297,2.8815848348337885,0.07259736671023141,700,125
74.0,0.9605282782779297,2.8815848348337885,0.0817947845347233,700,125
75.0,0.9605282782779297,2.8815848348337885,0.07567209384764173,700,125
76.0,0.9605282782779297,2.8815848348337885,0.06341903987025858,700,125
77.0,0.9605282782779297,2.8815848348337885,0.06003965112730585,700,125
78.0,0.9605282782779297,2.8815848348337885,0.09490766529328006,700,125
79.0,0.9605282782779297,2.8815848348337885,0.05790637425039388,700,125
80.0,0.9605282782779297,2.8815848348337885,0.07974496172460582,700,125
81.0,0.9605282782779297,2.8815848348337885,0.07604309001697063,700,125
82.0,0.9605282782779297,2.8815848348337885,0.07594811531409668,700,125
83.0,0.9605282782779297,2.8815848348337885,0.10137909083183015,700,125
84.0,0.9605282782779297,2.8815848348337885,0.07059663401712724,700,125
85.0,0.9605282782779297,2.8815848348337885,0.08177633288837508,700,125
86.0,0.9605282782779297,2.8815848348337885,0.07593166754553211,700,125
87.0,0.9605282782779297,2.8815848348337885,0.06948251392953021,700,125
88.0,0.9605282782779297,2.8815848348337885,0.07843478400240353,700,125
89.0,0.9605282782779297,2.8815848348337885,0.06682606749697029,700,125
90.0,0.9605282782779297,2.8815848348337885,0.08725156526278711,700,125
91.0,0.9605282782779297,2.8815848348337885,0.0896317206364989,700,125
92.0,0.9605282782779297,2.8815848348337885,0.07637870198984718,700,125
93.0,0.9605282782779297,2.8815848348337885,0.0824435534351092,700,125
94.0,0.9605282782779297,2.8815848348337885,0.07633257713710086,700,125
95.0,0.9605282782779297,2.8815848348337885,0.0844386496384966,700,125
96.0,0.9605282782779297,2.8815848348337885,0.0837037240761694,700,125
97.0,0.9605282782779297,2.8815848348337885,0.07805381930662014,700,125
98.0,0.9605282782779297,2.8815848348337885,0.08981143479124341,700,125
99.0,0.9605282782779297,2.8815848348337885,0.07249306203575068,700,125
100.0,0.9605282782779297,2.8815848348337885,0.07590674186448641,700,125
